=== mini-hermes real experiment transcript ===
started: 2026-08-10T14:35:24+08:00
config: /mnt/d/mini-hermes/config.yaml
gate mode: live

=== PILOT ===
{"ts": "2026-08-10T06:35:31.634362+00:00", "level": "INFO", "logger": "mini_hermes", "event": "experiment_start", "taskName": null, "arm": "control", "seed": 0, "n_tasks": 2, "reps": 3}
{"ts": "2026-08-10T07:26:39.029290+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8ced817bd63d963e5a51bc02374d7e1c", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:39.030497+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3132}
{"ts": "2026-08-10T07:26:39.031678+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Tokenizer-Free\\\" language models character level arXiv 2024\"}"}
{"ts": "2026-08-10T07:26:41.338083+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "da8cc3be1555989baf025991a4c9c151", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:41.339019+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2306}
{"ts": "2026-08-10T07:26:41.340460+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Byte Pair Encoding\\\" is not enough survey tokenization methods arXiv 2024\"}"}
{"ts": "2026-08-10T07:26:44.139546+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "e2bb27dcbadf294b6bd75617cc941fb3", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:44.140135+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2799}
{"ts": "2026-08-10T07:26:49.889535+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2402.14903 \\\"Tokenization counts\\\" authors 2024\"}"}
{"ts": "2026-08-10T07:26:53.215017+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "6dff742286d10ecd444fcfc967599d6d", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:53.215937+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3325}
{"ts": "2026-08-10T07:26:53.217028+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2406.19223 \\\"Tokenizer-Free Generative LLMs\\\" authors sparse representations 2024\"}"}
{"ts": "2026-08-10T07:26:54.668091+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "13c1fa8f4bcb505f48a27e48d555a56b", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:54.668615+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1451}
{"ts": "2026-08-10T07:26:54.669086+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2306.16837 \\\"Formal Perspective on Byte-Pair Encoding\\\" authors 2023\"}"}
{"ts": "2026-08-10T07:26:56.015368+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "e37652732f357d8734221c7c735efcc1", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:56.016067+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1346}
{"ts": "2026-08-10T07:26:56.016726+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2405.17067 \\\"Tokenization Matters\\\" degrading LLM authors 2024\"}"}
{"ts": "2026-08-10T07:26:59.316745+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9cfbdd27a2164a549405b4e47aeae064", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:26:59.317733+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3300}
{"ts": "2026-08-10T07:27:05.477869+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2402.14903 authors \\\"Mirzadeh\\\" OR \\\"Ardakani\\\" tokenization arithmetic 2024\"}"}
{"ts": "2026-08-10T07:27:07.278965+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8cdee1b35ecc0445873788b1e942feef", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:07.280012+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1801}
{"ts": "2026-08-10T07:27:07.280885+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2405.17067 authors tokenization matters degrading LLM 2024\"}"}
{"ts": "2026-08-10T07:27:09.659691+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "385c426d9288d4c9397a75e3e0a6bab3", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:09.660312+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2378}
{"ts": "2026-08-10T07:27:09.660828+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Tokenization impacts multilingual language modeling\\\" vocabulary allocation overlap languages arXiv 2023\"}"}
{"ts": "2026-08-10T07:27:14.024127+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "705b0553d0859daa85c5f919cbbb1ae7", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:14.025536+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2260}
{"ts": "2026-08-10T07:27:14.026317+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2212.14034 \\\"ByT5\\\" tokenizer-free character-level Xue 2022\"}"}
{"ts": "2026-08-10T07:27:24.791286+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "54f97039820b6739310a2c64039123be", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:24.792227+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 10764}
{"ts": "2026-08-10T07:27:30.260826+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2402.14903 \\\"Tokenization counts\\\" Singh authors list full\"}"}
{"ts": "2026-08-10T07:27:33.496733+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "c8500624efd0c5bb669bf2e372e149df", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:33.497654+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3235}
{"ts": "2026-08-10T07:27:33.498456+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2405.17067 \\\"Tokenization Matters\\\" Wang Li Jiang authors full list\"}"}
{"ts": "2026-08-10T07:27:35.263314+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "0d1602718610fe2d7faf920536e23a22", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:35.264102+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1765}
{"ts": "2026-08-10T07:27:35.264659+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2105.13626 ByT5 Xue Barua 2022 authors full list\"}"}
{"ts": "2026-08-10T07:27:36.999767+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9f4446cadbc89d2b5da359b43613e242", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:37.000487+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1735}
{"ts": "2026-08-10T07:27:37.001062+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Petrov\\\" \\\"Language Models are Multilingual\\\" tokenization bias 2024 arXiv NeurIPS\"}"}
{"ts": "2026-08-10T07:27:38.669140+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "5784df1ac8e88e1e0f4bcf69817fb197", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:27:38.669699+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1668}
{"ts": "2026-08-10T07:28:04.084748+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"Petrov \\\"Language Model Tokenizers Introduce Unfairness\\\" arXiv ID 2023\"}"}
{"ts": "2026-08-10T07:28:05.804996+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "aa853bce197e41dc1bcd6408f8c44da2", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:05.805835+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1720}
{"ts": "2026-08-10T07:28:05.806727+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Ahia\\\" tokenization low-resource languages multilingual arXiv 2023\"}"}
{"ts": "2026-08-10T07:28:09.631357+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "c6cea18919346cd752914cc493b31513", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:09.632241+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3824}
{"ts": "2026-08-10T07:28:09.633054+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Rust\\\" tokenization multilingual pretraining 2021 arXiv EMNLP\"}"}
{"ts": "2026-08-10T07:28:12.579273+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "a4d4613a058568c55333919759e20412", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:12.580210+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2946}
{"ts": "2026-08-10T07:28:12.582294+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Rajaraman\\\" \\\"theory of tokenization\\\" LLMs arXiv 2024\"}"}
{"ts": "2026-08-10T07:28:18.862576+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "064f09d56fe9a362e1cbcef0b3608be7", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:18.863222+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 6280}
{"ts": "2026-08-10T07:28:26.479372+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"Ahia \\\"The Curse of Low-Resource Languages\\\" tokenization arXiv 2023\"}"}
{"ts": "2026-08-10T07:28:28.951304+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "28ec3a8f307d32519884adc248db510d", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:28.951990+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2471}
{"ts": "2026-08-10T07:28:28.952692+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"Rust \\\"How good is your tokenizer\\\" multilingual language models ACL 2021 arXiv\"}"}
{"ts": "2026-08-10T07:28:30.578902+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "925375a56d32c97108a9ea6205af332e", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:30.579533+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1626}
{"ts": "2026-08-10T07:28:30.580153+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Over-Tokenized Transformer\\\" Huang Zhu 2025 authors ICML full list\"}"}
{"ts": "2026-08-10T07:28:32.391064+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8c0f98f0e9b9bb6b11f937e496d2655d", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:32.391951+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1811}
{"ts": "2026-08-10T07:28:51.256059+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"Ahia \\\"On the Bottleneck of Conflicting Objectives\\\" tokenization low-resource arXiv 2023\"}"}
{"ts": "2026-08-10T07:28:53.036690+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "52646e01339b1562c55bfac137a91617", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:53.037303+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1780}
{"ts": "2026-08-10T07:28:53.037844+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Gastaldi\\\" \\\"Tokenization\\\" BPE formal analysis arXiv 2024 2025\"}"}
{"ts": "2026-08-10T07:28:57.671803+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "90d3d51da0bacfcc2b36817d021e64af", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:28:57.672781+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2425}
{"ts": "2026-08-10T07:28:57.673673+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Ethayarajha\\\" OR \\\"Zhang\\\" tokenization effect LLM downstream performance arXiv 2024\"}"}
{"ts": "2026-08-10T07:29:03.599581+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "79abba9c733af919dde89ad68ed0c872", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:03.600453+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 5926}
{"ts": "2026-08-10T07:29:08.363606+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"Ahia \\\"Tokenization Falling Short\\\" OR \\\"Bottleneck\\\" low-resource languages tokenization EMNLP 2023 arXiv ID\"}"}
{"ts": "2026-08-10T07:29:12.258109+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "6e470c9ce7d51a364d25e5410a7eae32", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:12.258885+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3894}
{"ts": "2026-08-10T07:29:12.259463+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Tokenization Falling Short\\\" \\\"Curse of Tokenization\\\" arXiv 2024 authors\"}"}
{"ts": "2026-08-10T07:29:13.945534+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "a739534553a4a19bae9ef9010d2be1e3", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:13.946261+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1686}
{"ts": "2026-08-10T07:29:13.947034+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"\\\"Goldman\\\" tokenization effect downstream LLM performance arXiv 2024\"}"}
{"ts": "2026-08-10T07:29:15.632529+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "fcb776011b5995462f5d31b85c1fe7a7", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:15.633490+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1686}
{"ts": "2026-08-10T07:29:37.566322+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv \\\"Do All Languages Cost the Same\\\" Ahia Kumar Gonen tokenization 2023\"}"}
{"ts": "2026-08-10T07:29:46.534212+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "b188ed34a08fa55912d032d2af67754c", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:46.534852+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 8967}
{"ts": "2026-08-10T07:29:46.535580+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv \\\"Gallé\\\" 2019 tokenization compression vocabulary \\\"A Neural Probabilistic Language Model\\\" OR \\\"vocabulary size\\\"\"}"}
{"ts": "2026-08-10T07:29:50.618438+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "413f4a33799f0acbf059ebf357ac31fb", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:29:50.619447+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 4083}
{"ts": "2026-08-10T07:30:12.304649+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv \\\"Ali\\\" \\\"Fromm\\\" tokenization vocabulary size LLM downstream 2024\"}"}
{"ts": "2026-08-10T07:30:18.177467+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "5e166b76e7dcfc2d5b8409785487649f", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:30:18.178220+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 5872}
{"ts": "2026-08-10T07:30:18.179181+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv \\\"Uzan\\\" tokenization intrinsic metrics 2024\"}"}
{"ts": "2026-08-10T07:30:19.727928+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8171ef86941604ae72b838e276953aa8", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:30:19.728536+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1548}
{"ts": "2026-08-10T07:30:19.729245+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv \\\"Phan\\\" tokenization BPE analysis 2024\"}"}
{"ts": "2026-08-10T07:30:22.602362+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "34a4bfa0595f9ec0705a34885aac5737", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:30:22.603127+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2873}
{"ts": "2026-08-10T07:30:54.900966+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 5, \"query\": \"arXiv 2402.18376 \\\"Tokenization Is More Than Compression\\\" Schmidt Tanner 2024\"}"}
{"ts": "2026-08-10T07:30:58.374512+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "3fb62b5fe4fc06d93e725ade42dd77b7", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:30:58.375140+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-02-tokenization-r2", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3473}
